dataset,label,rolloff85,centroid
SingerLens,fake,3435.5,1928.8
SingerLens,fake,4553.8,2581.4
SingerLens,fake,3654.1,2186.2
SingerLens,fake,3554.2,1951.5
SingerLens,fake,3086.8,1716.7
SingerLens,fake,3180.1,1800.5
SingerLens,fake,3520.1,2073.3
SingerLens,fake,3600.8,1998.4
SingerLens,fake,3446.4,1807.1
SingerLens,fake,3497.2,1978.6
SingerLens,fake,2664.4,1653.8
SingerLens,fake,3485.5,2090.2
SingerLens,fake,3669.9,2018.6
SingerLens,fake,3475.3,2057.2
SingerLens,fake,3401.8,1988.8
SingerLens,fake,3571.3,2040.6
SingerLens,fake,2869.1,1762.9
SingerLens,fake,3314.3,1752.5
SingerLens,fake,3254.9,1857.7
SingerLens,fake,3426.8,1938.4
SingerLens,fake,4130.9,2400.8
SingerLens,fake,3556.6,1940.1
SingerLens,fake,3696.5,2050.5
SingerLens,fake,3154.1,1958.5
SingerLens,fake,4697.9,2519.9
SingerLens,fake,3549.0,1939.2
SingerLens,fake,3520.3,1988.7
SingerLens,fake,3060.4,1768.4
SingerLens,fake,3718.9,2024.6
SingerLens,fake,5044.2,2733.6
SingerLens,fake,3335.2,1999.4
SingerLens,fake,3235.5,1861.7
SingerLens,fake,3221.6,2003.4
SingerLens,fake,3408.9,1870.9
SingerLens,fake,3473.4,2008.6
SingerLens,fake,3268.8,2000.5
SingerLens,fake,2814.0,1826.6
SingerLens,fake,3355.9,1934.4
SingerLens,fake,3402.4,1952.8
SingerLens,fake,3313.3,1853.1
SingerLens,fake,3371.8,1884.1
SingerLens,fake,3899.0,2097.9
SingerLens,fake,3340.3,1807.8
SingerLens,fake,3810.9,2073.7
SingerLens,fake,3545.2,2040.8
SingerLens,fake,4140.8,2217.5
SingerLens,fake,3519.2,1966.1
SingerLens,fake,3311.3,1918.6
SingerLens,real,3708.9,1992.5
SingerLens,real,3750.1,2081.7
SingerLens,real,3551.0,1735.9
SingerLens,real,3438.7,1716.7
SingerLens,real,3704.9,2091.0
SingerLens,real,3546.2,1924.2
SingerLens,real,3797.9,2106.3
SingerLens,real,4442.4,2353.6
SingerLens,real,3420.3,2026.1
SingerLens,real,3557.4,1725.4
SingerLens,real,3653.4,1874.7
SingerLens,real,3796.2,2014.7
SingerLens,real,5847.8,3434.1
SingerLens,real,3082.5,1700.9
SingerLens,real,4629.3,2317.7
SingerLens,real,3257.4,1945.0
SingerLens,real,4144.2,2153.2
SingerLens,real,3651.3,2078.4
SingerLens,real,3271.7,1880.2
SingerLens,real,2878.7,1594.9
SingerLens,real,3449.6,1849.8
SingerLens,real,3686.7,1921.2
SingerLens,real,4571.8,2146.5
SingerLens,real,2750.8,1684.6
SingerLens,real,3714.1,2072.6
SingerLens,real,3976.7,2022.2
SingerLens,real,4281.4,2215.3
SingerLens,real,4176.6,1936.3
SingerLens,real,3779.2,2183.9
SingerLens,real,3605.5,1969.9
SingerLens,real,3831.0,1843.7
SingerLens,real,3553.5,1855.8
SingerLens,real,3416.4,1887.4
SingerLens,real,5453.8,2126.5
SingerLens,real,3250.6,1736.1
SingerLens,real,4203.7,2196.9
SingerLens,real,4303.1,2224.7
SingerLens,real,4119.9,2187.6
SingerLens,real,3712.9,1854.2
SingerLens,real,3369.2,1873.5
SingerLens,real,2554.0,1591.2
SingerLens,real,2972.5,1852.0
SingerLens,real,3659.5,1970.6
SingerLens,real,3329.2,1737.3
SingerLens,real,4476.3,2292.8
SingerLens,real,3206.0,1840.4
SingerLens,real,3901.2,2230.5
SingerLens,real,3598.1,1942.5
SingerLens,real,3450.1,1984.0
SingerLens,real,3229.0,1688.8
SingerLens,real,4468.0,2516.7
SingerLens,real,3227.7,1860.8
SingerLens,real,4100.0,2275.4
SingerLens,real,3343.5,1909.4
SingerLens,real,3438.3,1831.2
SingerLens,real,2458.4,1548.8
SingerLens,real,4945.5,2664.9
SingerLens,real,3469.2,1963.3
SingerLens,real,3887.3,2136.3
SingerLens,real,4222.0,2286.6
SingerLens,real,3694.9,2037.7
SingerLens,real,2433.6,1550.6
SingerLens,real,3922.9,2263.5
SingerLens,real,3760.0,2087.9
SingerLens,real,4055.3,2146.2
SingerLens,real,2932.0,1574.9
SingerLens,real,3960.1,1702.8
SingerLens,real,3463.8,1863.7
SingerLens,real,3840.0,2107.5
SingerLens,real,3205.7,1759.4
SingerLens,real,4110.6,2167.7
SingerLens,real,3901.4,2198.4
SingerLens,real,4113.2,1913.3
SingerLens,real,4136.0,2196.3
SingerLens,real,4783.2,2622.0
SingerLens,real,2786.2,1495.6
SingerLens,real,3693.2,2121.8
SingerLens,real,4286.0,2321.0
SingerLens,real,3881.7,2148.1
SingerLens,real,5078.5,2217.3
SingerLens,real,3771.1,1880.3
SingerLens,real,2822.8,1606.4
SingerLens,real,2922.4,1560.3
SingerLens,real,2526.7,1420.7
SingerLens,real,3726.7,1972.3
SingerLens,real,4025.2,2111.3
SingerLens,real,3880.2,2049.5
SingerLens,real,2972.4,1623.8
SingerLens,real,3928.2,1717.9
SingerLens,real,3961.5,2194.3
SingerLens,real,3491.4,1969.6
SingerLens,real,3318.3,1763.9
SingerLens,real,4184.5,2187.3
SingerLens,real,3700.3,1820.2
SingerLens,real,2287.1,1192.2
SingerLens,real,3524.9,1903.6
SingerLens,real,4540.3,2194.7
SingerLens,real,3510.9,1753.5
SingerLens,real,3046.1,1533.9
SingerLens,real,4914.1,2343.0
SingerLens,real,2751.9,1493.7
SingerLens,real,3020.0,1675.4
SingerLens,real,2855.0,1605.2
SingerLens,real,4079.0,2206.8
SingerLens,real,4139.9,2317.2
SingerLens,real,4082.3,2198.6
SingerLens,real,3939.0,2127.2
SingerLens,real,4652.7,2341.8
SingerLens,real,4084.3,2156.7
SingerLens,real,3688.2,2036.9
SingerLens,real,3912.7,2012.2
SingerLens,real,3300.0,1737.9
SingerLens,real,3838.4,1922.4
SingerLens,real,3194.7,1862.0
SingerLens,real,3324.0,1784.8
SingerLens,real,4471.4,1820.7
SingerLens,real,6577.0,3081.0
SingerLens,real,3724.8,2070.9
SingerLens,real,3675.6,1952.5
SingerLens,real,3443.6,1936.8
SingerLens,real,4191.9,2333.1
SingerLens,real,4024.0,2210.7
SingerLens,real,2792.3,1369.9
SingerLens,real,4637.8,2153.7
SingerLens,real,3334.9,1835.8
SingerLens,real,3624.7,2032.2
SingerLens,real,3445.1,1919.0
SingerLens,real,4448.5,2062.2
SingerLens,real,4627.0,1991.2
SingerLens,real,4281.9,2238.4
SingerLens,real,5807.0,3544.6
SingerLens,real,4131.2,2116.8
SingerLens,real,3545.7,1704.6
SingerLens,real,3808.6,2118.0
SingerLens,real,4719.4,2426.4
SingerLens,real,3616.4,2084.2
SingerLens,real,2966.5,1582.6
SingerLens,real,3887.0,2166.7
SingerLens,real,5064.0,2214.2
SingerLens,real,3138.2,1666.4
SingerLens,real,3176.5,1667.2
SingerLens,real,3907.6,1688.7
SingerLens,real,3600.5,2026.6
SingerLens,real,3828.0,1957.4
SingerLens,real,2942.7,1701.0
SingerLens,real,4877.5,2533.1
SingerLens,real,3654.1,1971.8
SingerLens,real,3207.4,1799.2
SingerLens,real,4132.4,2218.4
SingerLens,real,3192.0,1895.5
SingerLens,real,3208.0,1714.6
SingerLens,real,3290.4,1798.7
SingerLens,real,3599.5,1937.7
SingerLens,real,3508.0,1939.1
SingerLens,real,4089.9,2150.9
SingerLens,real,3440.3,1898.3
SingerLens,real,3778.0,1901.5
SingerLens,real,5008.9,2569.9
SingerLens,real,3576.6,2044.0
SingerLens,real,3630.1,1908.4
SingerLens,real,3625.6,1995.8
SingerLens,real,3214.4,1767.9
SingerLens,real,3722.6,1939.7
SingerLens,real,5618.9,2804.2
SingerLens,real,3799.2,2182.2
SingerLens,real,3604.3,1823.6
SingerLens,real,3392.9,1825.4
SingerLens,real,3802.1,2134.0
SingerLens,real,4875.9,2205.9
SingerLens,real,4170.8,2223.7
SingerLens,real,3620.5,2014.0
SingerLens,real,3465.5,1710.3
SingerLens,real,2994.6,1418.9
SingerLens,real,3147.0,1755.6
SingerLens,real,3339.9,1657.2
SingerLens,real,3146.0,1823.3
SingerLens,real,3638.6,2024.9
SingerLens,real,4298.4,2246.3
SingerLens,real,3306.6,1776.9
SingerLens,real,3598.5,1723.6
SingerLens,real,3473.9,1856.3
SingerLens,real,3574.5,2016.2
SingerLens,real,3694.2,2068.4
SingerLens,real,3481.3,1443.4
SingerLens,real,3859.4,2104.1
SingerLens,real,4012.0,2167.4
SingerLens,real,3631.3,2122.7
SingerLens,real,3214.8,1842.4
SingerLens,real,3278.6,1879.4
SingerLens,real,3943.5,2169.7
SingerLens,real,4251.5,2297.9
SingerLens,real,3930.6,2098.2
SingerLens,real,3828.0,1994.3
SingerLens,real,4102.0,2186.2
SingerLens,real,3263.6,1786.4
SingerLens,real,3996.6,2183.0
SingerLens,real,3457.1,1831.3
SingerLens,real,3178.5,1516.1
SingerLens,real,3660.9,2110.6
SingerLens,real,3901.8,2086.3
SingerLens,real,3865.2,2026.1
SingerLens,real,4501.2,2419.8
SingerLens,real,3024.6,1855.3
SingerLens,real,4820.4,2115.6
SingerLens,real,5046.7,1928.2
SingerLens,real,3606.1,1994.4
SingerLens,real,3542.6,1897.6
SingerLens,real,3433.8,1841.1
SingerLens,real,3478.0,1969.8
SingerLens,real,4134.7,2274.6
SingerLens,real,3282.0,1834.7
SingerLens,real,3598.1,1911.3
SingerLens,real,5301.2,1853.4
SingerLens,real,3084.1,1719.5
SingerLens,real,3637.6,1955.0
SingerLens,real,3226.5,1697.8
SingerLens,real,3512.7,1873.4
SingerLens,real,3614.6,1972.4
SingerLens,real,4539.6,2043.7
SingerLens,real,4818.4,1756.1
SingerLens,real,3807.4,2137.7
SingerLens,real,4481.5,2252.6
SingerLens,real,3992.8,2222.0
SingerLens,real,3842.5,2022.2
SingerLens,real,4472.5,2162.6
SingerLens,real,3788.5,2103.7
SingerLens,real,4062.8,2069.5
SingerLens,real,4087.1,2312.2
SingerLens,real,4190.5,2254.4
SingerLens,real,4456.6,2099.8
SingerLens,real,4103.2,2232.9
SingerLens,real,3702.2,2062.9
SingerLens,real,3603.6,2071.4
SingerLens,real,4357.4,2187.1
SingerLens,real,3926.0,1855.0
SingerLens,real,4712.8,2154.6
SingerLens,real,4046.9,2256.1
SingerLens,real,3741.7,1852.2
SingerLens,real,3474.1,1885.0
SingerLens,real,1801.1,1158.0
SingerLens,real,3797.8,2118.1
SingerLens,real,3275.0,1712.6
SingerLens,real,3291.0,1819.1
SingerLens,real,3092.3,1726.0
SingerLens,real,3868.2,1883.9
SingerLens,real,3482.1,1911.0
SingerLens,real,4438.3,2196.8
SingerLens,real,4022.2,2120.6
SingerLens,real,3498.8,1998.6
SingerLens,real,4055.8,2189.8
WildT02,fake,5436.8,2880.9
WildT02,fake,5280.8,2872.4
WildT02,fake,5332.9,2999.4
WildT02,fake,3244.6,1854.5
WildT02,fake,2542.2,1524.0
WildT02,fake,3558.5,2029.3
WildT02,real,2608.3,1477.2
WildT02,real,2622.1,1384.0
WildT02,real,3302.5,1701.6
WildT02,real,4663.3,2383.4
WildT02,real,3565.6,1684.4
WildT02,real,3769.4,1814.3
WildT02,fake,3446.9,1786.7
WildT02,fake,3315.5,1753.2
WildT02,fake,2723.1,1443.9
WildT02,real,4682.7,2358.3
WildT02,real,4577.4,2286.4
WildT02,real,4610.1,2027.7
WildT02,fake,3384.0,1600.8
WildT02,fake,2788.1,1554.3
WildT02,fake,2926.0,1680.2
WildT02,fake,2941.3,1667.5
WildT02,fake,3082.3,1721.5
WildT02,fake,2986.4,1664.1
WildT02,fake,4369.8,2269.0
WildT02,fake,4939.9,2521.2
WildT02,fake,4885.0,2518.5
WildT02,fake,4118.2,2121.3
WildT02,fake,3977.7,2062.3
WildT02,fake,4375.8,2237.2
WildT02,fake,3496.5,1851.2
WildT02,fake,3488.5,1804.1
WildT02,fake,3478.9,1869.2
WildT02,fake,4608.4,2424.4
WildT02,fake,4793.9,2496.2
WildT02,fake,4277.4,2218.1
WildT02,fake,4429.1,2215.9
WildT02,fake,4240.5,2237.5
WildT02,fake,4334.8,2255.3
WildT02,fake,3602.1,1899.7
WildT02,fake,3442.7,1956.5
WildT02,fake,3297.8,1872.7
WildT02,fake,4285.5,2153.5
WildT02,fake,4113.1,2198.7
WildT02,fake,3866.0,2004.1
WildT02,fake,4670.9,2272.9
WildT02,fake,6229.3,3865.9
WildT02,fake,4563.3,2305.0
WildT02,fake,4632.6,2355.1
WildT02,fake,4597.5,2387.7
WildT02,real,3252.8,1730.9
WildT02,real,2927.3,1635.3
WildT02,real,2821.3,1547.7
WildT02,real,3715.2,1824.6
WildT02,real,3376.1,1756.5
WildT02,real,3491.6,1846.9
WildT02,real,3537.3,1801.7
WildT02,real,3335.4,1801.2
WildT02,real,3168.1,1734.6
WildT02,real,3770.3,1757.0
WildT02,real,3235.5,1530.6
WildT02,real,2935.3,1432.3
WildT02,real,3719.2,1731.3
WildT02,real,4881.6,2605.0
WildT02,real,4602.1,2301.0
WildT02,real,4717.7,2464.8
WildT02,real,5230.4,2379.5
WildT02,real,4992.4,2417.6
WildT02,real,3445.1,1856.9
WildT02,real,3661.4,1917.1
WildT02,real,3813.3,2008.6
WildT02,real,5093.3,2439.1
WildT02,real,4125.2,1870.3
WildT02,real,3966.7,1943.7
WildT02,real,6214.8,3452.5
WildT02,real,4501.4,2325.6
WildT02,real,5322.9,2716.3
WildT02,real,2598.2,1469.8
WildT02,real,2710.0,1227.2
WildT02,real,5138.7,2801.0
WildT02,real,4107.2,2181.4
WildT02,real,3897.1,2005.8
WildT02,real,3781.3,1933.6
WildT02,real,3462.6,1901.9
WildT02,real,3787.0,1909.4
WildT02,real,3705.5,1840.6
WildT02,real,4079.7,2158.0
WildT02,real,3470.8,1766.3
WildT02,real,5650.5,2591.1
WildT02,real,4544.7,2242.4
WildT02,real,4221.7,2044.7
WildT02,real,3924.5,1895.2
WildT02,real,3508.7,1754.8
WildT02,real,2966.4,1713.1
WildT02,fake,4363.4,2312.1
WildT02,fake,4032.0,2181.0
WildT02,fake,3539.6,2009.1
WildT02,real,6596.0,3209.0
WildT02,real,3508.9,1868.1
WildT02,real,3552.6,1851.4
WildT02,real,4010.5,1920.1
WildT02,real,3785.8,1841.1
WildT02,real,3528.6,1770.1
WildT02,real,3378.9,1717.8
WildT02,real,3361.3,1721.0
WildT02,real,3476.6,1774.5
WildT02,real,4214.3,2244.4
WildT02,real,4499.6,1721.3
WildT02,real,4247.6,1711.0
WildT02,real,3954.8,1906.8
WildT02,real,3650.7,1838.5
WildT02,real,3693.8,2008.2
WildT02,real,3846.4,2024.8
WildT02,real,3295.1,1666.3
WildT02,real,3234.5,1631.4
WildT02,real,3029.7,1579.1
WildT02,real,3608.6,2044.5
WildT02,real,3826.3,2072.9
WildT02,real,3900.0,2203.7
WildT02,real,3992.1,1755.0
WildT02,real,2990.8,1480.6
WildT02,real,2507.1,1551.9
WildT02,real,3672.0,1778.0
WildT02,real,5159.4,2326.1
WildT02,real,4501.3,2072.7
WildT02,real,3784.0,1863.0
WildT02,real,4062.4,2035.1
WildT02,real,4340.8,2129.1
WildT02,real,3936.6,1946.3
WildT02,real,3133.4,1640.0
WildT02,real,3564.8,1783.3
WildT02,real,3312.3,1809.5
WildT02,real,2908.6,1376.7
WildT02,real,3667.5,1455.2
WildT02,real,4368.2,2049.3
WildT02,real,3424.4,1783.6
WildT02,real,3400.1,1657.5
WildT02,real,3278.2,1729.3
WildT02,real,3434.2,1806.2
WildT02,real,3371.7,1813.2
WildT02,real,2727.9,1541.8
WildT02,real,3664.8,1879.2
WildT02,real,3722.8,1855.4
WildT02,real,4304.8,1964.2
WildT02,real,3103.9,1643.9
WildT02,real,2848.9,1518.2
WildT02,real,3328.8,1760.8
WildT02,real,3010.5,1577.1
WildT02,real,3057.8,1678.4
WildT02,real,3428.6,1784.1
WildT02,real,3569.2,1863.7
WildT02,real,4285.6,2278.5
WildT02,real,3581.5,1973.8
WildT02,fake,3521.8,1725.4
WildT02,fake,4020.3,2041.8
WildT02,fake,3972.2,2023.2
WildT02,fake,4300.3,2072.3
WildT02,fake,3755.5,1620.0
WildT02,fake,3524.8,1960.3
WildT02,fake,2954.8,1736.6
WildT02,fake,2879.1,1750.9
WildT02,fake,3502.0,1846.2
WildT02,fake,3942.5,2172.7
WildT02,fake,6574.4,3518.4
WildT02,fake,6774.4,3946.3
WildT02,fake,3270.8,1755.1
WildT02,fake,2810.8,1546.4
WildT02,fake,2774.3,1570.4
WildT02,real,5069.8,2338.4
WildT02,real,4982.4,2336.1
WildT02,real,5288.7,2608.8
WildT02,real,4497.0,1917.5
WildT02,real,4603.9,1952.3
WildT02,real,3959.1,1817.1
WildT02,real,2785.5,1439.9
WildT02,real,2290.9,1317.5
WildT02,real,2597.5,1384.5
WildT02,real,2035.0,1165.1
WildT02,real,3388.9,1677.6
WildT02,real,3326.6,1747.9
WildT02,real,3808.8,2199.0
WildT02,real,3165.6,1778.7
WildT02,real,4099.5,1938.9
WildT02,real,4132.0,1899.9
WildT02,real,3389.5,1688.4
WildT02,fake,4214.3,1896.9
WildT02,fake,3170.7,1593.2
WildT02,fake,3048.9,1575.8
WildT02,real,4487.4,1911.1
WildT02,real,4044.6,2103.9
WildT02,real,3241.4,1664.5
WildT02,real,4463.8,2378.1
WildT02,real,4337.8,2257.8
WildT02,real,3426.8,1785.6
WildT02,real,3439.0,1692.4
WildT02,real,3061.0,1765.9
WildT02,real,3153.9,1819.4
WildT02,real,3945.2,2067.5
WildT02,real,3234.5,1706.0
WildT02,real,3294.6,1776.4
WildT02,real,2824.9,1345.2
WildT02,real,1945.0,1047.1
WildT02,real,1667.4,918.4
WildT02,real,3895.6,1944.8
WildT02,real,3391.4,1745.4
WildT02,real,3374.9,1694.1
WildT02,real,2779.0,1393.8
WildT02,real,3260.0,1657.6
WildT02,real,4216.0,2315.5
WildT02,real,2900.6,1585.8
WildT02,real,2410.3,1350.5
WildT02,real,2815.0,1572.0
WildT02,real,2389.9,1321.1
WildT02,real,1970.4,1132.0
WildT02,real,1921.1,1104.5
WildT02,fake,3495.7,1408.6
WildT02,fake,4913.4,2107.6
WildT02,fake,5038.0,2083.5
WildT02,fake,3435.5,1635.0
WildT02,fake,3043.3,1516.7
WildT02,fake,3048.3,1382.8
WildT02,fake,3112.4,1741.3
WildT02,fake,2486.2,1467.7
WildT02,fake,3048.7,1706.1
WildT02,fake,3333.6,1833.9
WildT02,fake,4373.4,2283.5
WildT02,fake,4621.2,2245.7
WildT02,fake,3648.0,1696.9
WildT02,fake,3122.0,1539.8
WildT02,fake,3412.5,1705.2
WildT02,fake,3531.5,1724.6
WildT02,fake,3210.8,1710.8
WildT02,fake,3424.0,1827.4
WildT02,fake,3662.8,1761.0
WildT02,fake,3259.1,1723.7
WildT02,fake,3884.6,1866.4
WildT02,fake,3016.8,1369.0
WildT02,fake,2440.0,1114.4
WildT02,fake,3879.9,2085.2
WildT02,fake,3510.3,1772.2
WildT02,fake,2942.8,1614.0
WildT02,fake,3339.9,1482.3
WildT02,fake,2609.6,1293.3
WildT02,fake,2675.2,1375.1
WildT02,fake,2340.3,1268.0
WildT02,fake,1491.9,875.1
WildT02,fake,2410.8,1120.5
WildT02,fake,3719.2,1852.2
WildT02,fake,3442.1,1740.4
WildT02,fake,2523.8,1442.6
WildT02,real,2908.0,1626.5
WildT02,real,2814.8,1515.6
WildT02,real,3247.3,1690.9
WildT02,real,3218.2,1705.5
WildT02,real,3462.8,1865.0
WildT02,real,3609.1,1928.4
WildT02,real,2113.3,1160.6
WildT02,real,2639.4,1329.3
WildT02,real,2438.8,1296.7
WildT02,real,2901.9,1660.3
WildT02,real,2553.0,1378.3
WildT02,real,3018.3,1549.8
WildT02,real,2534.1,1519.3
WildT02,real,2400.6,1316.3
WildT02,real,2839.4,1569.9
WildT02,real,3203.8,1669.3
WildT02,real,3426.2,1811.9
WildT02,real,3244.3,1709.2
WildT02,real,3858.7,1764.3
WildT02,real,3268.8,1756.0
WildT02,real,3247.8,1602.2
WildT02,real,4535.1,1965.7
WildT02,real,3288.1,1539.8
WildT02,real,4167.3,2173.0
WildT02,real,5194.6,2664.6
WildT02,real,3053.4,1454.7
WildT02,real,2600.0,1307.1
WildT02,real,2486.9,1194.3
WildT02,real,3152.1,1565.0
WildT02,real,2891.7,1492.3
WildT02,real,3379.0,1802.0
WildT02,real,2367.5,1298.6
WildT02,real,2510.4,1376.6
WildT02,real,2459.3,1319.6
WildT02,real,2245.6,1262.3
WildT02,real,2903.5,1532.5
WildT02,real,2487.3,1413.6
WildT02,fake,3604.8,1966.5
WildT02,fake,3961.4,2092.9
WildT02,fake,4048.9,2094.2
WildT02,real,4259.3,1766.1
WildT02,real,4978.1,2025.3
WildT02,real,4592.1,1849.2
WildT02,fake,3329.2,1495.3
WildT02,fake,3575.3,1914.5
WildT02,fake,3301.2,1189.0
WildT02,fake,3701.8,1612.4
WildT02,fake,4018.9,2214.0
WildT02,fake,3035.0,1318.9
WildT02,fake,3176.8,1719.0
WildT02,fake,3431.2,1923.2
WildT02,fake,3034.5,1685.8
WildT02,fake,3553.2,1997.9
WildT02,fake,3528.6,1888.3
WildT02,fake,3121.9,1803.0
WildT02,fake,3545.4,2026.1
WildT02,fake,3211.7,1689.1
WildT02,fake,3657.1,2023.2
WildT02,fake,3284.1,1889.9
WildT02,fake,2987.2,1717.4
WildT02,fake,3856.6,1980.8
WildT02,fake,3192.6,1830.3
WildT02,fake,3343.7,1888.3
WildT02,fake,4629.7,1929.3
WildT02,fake,3614.9,2105.7
WildT02,fake,3481.6,2014.3
WildT02,fake,3954.5,2221.6
WildT02,fake,3701.1,1998.7
WildT02,fake,4014.3,2078.3
WildT02,fake,2866.8,1166.5
WildT02,fake,3226.6,1523.0
WildT02,fake,3279.6,1603.0
WildT02,fake,3544.5,1986.6
WildT02,fake,3729.7,2115.6
WildT02,fake,3671.7,2141.5
WildT02,fake,3684.6,1804.5
WildT02,fake,3328.4,1883.6
WildT02,fake,3145.3,1772.8
WildT02,fake,3690.9,1784.9
WildT02,fake,3590.0,2041.4
WildT02,fake,3398.3,1858.8
WildT02,fake,3574.0,1908.1
WildT02,fake,5139.6,2246.8
WildT02,fake,3931.7,1987.4
WildT02,fake,3663.1,1514.8
WildT02,fake,2730.4,1572.5
WildT02,fake,3662.9,2124.6
WildT02,fake,3775.1,2119.5
WildT02,fake,4039.9,2217.4
WildT02,fake,3606.5,2019.7
WildT02,fake,3617.6,2100.9
WildT02,fake,3298.5,1655.9
WildT02,fake,3203.1,1555.4
WildT02,fake,2643.1,1493.8
WildT02,fake,2730.4,1542.4
WildT02,fake,3766.4,1739.8
WildT02,fake,2651.7,1515.5
WildT02,fake,2771.4,1564.8
WildT02,fake,2115.4,1253.1
WildT02,fake,4067.6,2113.5
WildT02,fake,3649.4,1958.8
WildT02,real,2973.8,1607.5
WildT02,real,1449.5,777.2
WildT02,real,3161.7,1510.6
WildT02,real,3305.7,1716.2
WildT02,real,2232.4,1154.8
WildT02,real,1495.7,843.4
WildT02,real,2573.2,1350.2
WildT02,real,3163.0,1735.3
WildT02,real,3053.6,1726.4
WildT02,fake,3418.4,1975.7
WildT02,fake,3172.2,1833.0
WildT02,fake,3559.2,2099.1
WildT02,real,2517.9,1338.8
WildT02,real,3137.1,1634.6
WildT02,real,2054.4,1091.2
WildT02,real,1701.8,991.2
WildT02,real,1778.8,1045.6
WildT02,real,1913.8,1130.7
WildT02,real,3065.3,1928.5
WildT02,real,3551.5,1794.9
WildT02,real,3068.0,1616.9
WildT02,real,3043.2,1586.2
WildT02,real,2898.4,1603.7
WildT02,real,2935.1,1563.3
WildT02,real,3185.0,1695.0
WildT02,real,2817.0,1575.2
WildT02,real,2410.3,1338.7
WildT02,real,3787.3,1765.9
WildT02,real,3394.3,1612.1
WildT02,real,3251.4,1644.9
WildT02,real,3763.4,1730.3
WildT02,real,2242.1,1173.2
WildT02,real,2162.5,1097.6
WildT02,real,2979.0,1538.3
WildT02,real,2713.7,1517.0
WildT02,real,3557.5,2092.5
